filename	keywords
frank_harmon_myers_market.html	Frank Harmon Myers, American, 1899 – 1956, 20th century artist, MARKET, Oil on board, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
frank_harmon_myers_stream.html	Frank Harmon Myers, American, 1899 – 1956, 20th century artist, WINTER STREAM, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
frank_h_zuanich_art.html	Frank H. Zuanich, , , ,(American, 1890 - 1978), artist, paintings, artwork, art work, painting, art
frank_h_zuanich_canyon.html	Frank H. Zuanich, American, 1890 – 1978, 20th century artwork, Grand Canyon, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
franz_horst_strahalm_stream.html	Franz Horst Strahalm, Austrian–American, 1879 - 1935, Early Farm with Stream, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
frederick_debourg_richards_brook.html	Frederick Debourg Richards, American, 1822 – 1903, 19th century artist, Mountain Brook, Oil on Canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
frederick_judd_waugh_boating.html	Frederick Judd Waugh, 1861 - 1940, 19th century artist, 20th century artist, The Boating Outing, Oil on board, marine, marine artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
frederick_mulhaupt_flowers.html	Frederick Mulhaupt, American, 1871 - 1938, Picking Flowers, 19th century artist, 20th century artist, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
frederick_stone_batcheller_artwork.html	Frederick Stone Batcheller, , , ,(American 1837-1889), artist, paintings, artwork, art work, painting, art
frederick_stone_batcheller_flowers.html	Frederick Stone Batcheller, American, 1837-1889, 19th century artist, Flowers in Victorian Vase, Oil on canvas, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
frederick_stone_batcheller_fruit.html	Frederick Stone Batcheller, American, 1837-1889, 19th century artist, Still-life with Fruit and Compote, Oil on canvas, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 	
frederic_rondel_sr_boating.html	Frederic Rondel, Sr, American, 1826 - 1892, 19th century artist, Three Ladies Boating on the Hudson, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
gayle_b_tate_lincoln.html	Gayle B. Tate, American, 1944, 20th century artist, A Great American President – Lincoln, Pencil, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
gayle_b_tate_washington.html	Gayle B. Tate, American, 1944, 20th century artist, A Great American President – Washington, Pencil, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
george_albert_frost_stream.html	George Albert Frost, 1843 - 1907, 19th century artist, White Mountain Stream, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
george_chochran_lambdin_youth.html	George Cochran Lambdin, American, 1830-1896, 19th century artist, Youth, Portrait of a Nude, 1884, 1884 painting, Watercolor, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
george_cochran_lambdin.html	George Cochran Lambdin, Geo C. Lambdin, , ,(American, 1830 - 1896), artist, paintings, artwork, art work, painting, art
george_cochran_lambdin_helper.html	George Cochran Lambdin, American, 1830-1896, 19th century artist, The Little Helper, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
george_goodwin_kilburne.html	George Goodwin Kilburne , G. G. Kilburne, , ,(British, 1839 - 1924), artist, paintings, artwork, art work, painting, art
george_goodwin_kilburne_offering.html	George Goodwin Kilburne, British, 1839 – 1924, 19th century artist, 20th century artist, Offering Sandwiches to Travelers, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
george_goodwin_kilburne_trysting.html	George Goodwin Kilburne, British, 1839 – 1924, 19th century artist, 20th century artist, The Trysting Place, Oil on board, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
george_hetzel.html	George Hetzel , Geo Hetzel, , ,(American, 1826 - 1899), artist, paintings, artwork, art work, painting, art
george_hetzel_boys.html	George Hetzel, American, 1826 – 1899, 19th century artist, Boys Camping along Paint Creek, Oil on canvas, genre, genre artwork, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
george_hetzel_cattle.html	George Hetzel, American, 1826 – 1899, 19th century artist, Stream With Grazing Cattle, Oil on canvas, animal, animal artwork, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
george_hetzel_creek.html	George Hetzel, American, 1826 – 1899, 19th century artist, Paint Creek, 1897, 1897 painting, Oil on canvas,  landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
george_hetzel_fish.html	George Hetzel, American, 1826 – 1899, 19th century artist, Ready to fish, Oil on canvas, landscape, landscape artwork, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
george_hetzel_lawrence_county.html	George Hetzel, American, 1826 – 1899, 19th century artist, Lawrence County, PA, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
george_hetzel_stream.html	George Hetzel, American, 1826 – 1899, 19th century artist, Mountain Stream near Scalp Level, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
george_hetzel_wooded_stream.html	George Hetzel, American, 1826 – 1899, 19th century artist, Woodland Stream, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
george_hetzel_woodland_stream.html	George Hetzel, American, 1826 – 1899, 19th century artist, Stream in Woodland Clearing, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
george_hobbs_stream.html	George Thompson Hobbs, American, 1849 – 1929, 19th century artist, 20th century artist, Whitewater Stream, oil on board, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
george_lambdin_flowers.html	George Cochran Lambdin, American, 1830 – 1896, 19th century artist, Flowers in a Vase, Oil on canvas, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
george_w_drew_art.html	George W. Drew, , , ,(American, born 1833), artist, paintings, artwork, art work, painting, art
george_w_drew_fruit.html	George Washington Drew, American, 1875 - 1968, 20th century artist, Still Life with Fruit, 1927, 1927 painting, Oil on canvas, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
gilbert_duran_hummingbird.html	Gilbert Duran, American, 1936, 20th century artist, Hummingbird, Water Color, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
guy_coheleach_bear.html	Guy Coheleach, American, born 1933, 20th century artist, Brown Bear Catching Salmon, Oil on board, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
hamilton_hamilton_girl.html	Hamilton Hamilton, American, 1847 – 1928, 19th century artist, 20th century artist, Girl in Blossom, Watercolor, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
harry_herman_roseland.html	Harry Herman Roseland , Harry Roseland, , ,(American, 1868 - 1950), artist, paintings, artwork, art work, painting, art
harry_herman_roseland_card.html	Harry Herman Roseland, American, 1868 – 1950, 19th century artist, 20th century artist, The Fateful Card, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
harry_herman_roseland_cards.html	Harry Herman Roseland, American, 1868 – 1950, 19th century artist, 20th century artist, Her Future from the Cards, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
harry_herman_roseland_future.html	Harry Herman Roseland, American, 1868 – 1950, 19th century artist, 20th century artist, Baby’s Wonderful Future, 1909, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
harry_herman_roseland_magic.html	Harry Herman Roseland, American, 1868 – 1950, 19th century artist, 20th century artist, The Magic Water, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
harry_herman_roseland_prophecy.html	Harry Herman Roseland, American, 1868 – 1950, 19th century artist, 20th century artist, The Prophecy of the Tea Leaves, 1907, 1907 painting,  Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
harry_herman_roseland_reading.html	Harry Herman Roseland, American, 1868 – 1950, 19th century artist, 20th century artist, Reading her Palm, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
harry_watrous_vase.html	Harry Watrous, American, 1857 - 1940, 19th century artist, 20th century artist, Pitcher, Vase and Seashells, Oil on board, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
hendrik_dirk_kruseman_van_elten_stream.html	Hendrik-Dirk Kruseman Van Elten, Dutch-American, 1829 - 1904, 19th century artist, Spring Stream, Oil on board, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
henry_boese_storm.html	Henry Boese, American, 1824 – 1897, Hurry Before the Storm, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
henry_collins_bispham_lake.html	Henry Collins Bispham, H.C.Bispham, American, 1841 – 1882, 19th century artist, Misty Morning on the Lake, Oil on canvas, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
henry_dutton_morse_horse.html	Henry Dutton Morse, American, 1826 – 1888, 19th century artist, Spaniel and Horse, Oil on canvas, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
henry_fenton_spread_cattle.html	Henry Fenton Spread, Irish-American, 1844 – 1890, 
19th century artist, Landscape with Cattle, Oil on canvas, animal, animal artwork, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
henry_john_boddington_stones.html	Henry John Boddington, British, 1811-1865, 19th century artist, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
henry_kemper_artwork.html	Henry W. Kemper , H. W. Kemper, , ,(American 1833 - 1894), artist, paintings, artwork, art work, painting, art
henry_kemper_lake.html	Henry W. Kemper, American, 1833 – 1894, 19th century artwork, Lake George, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
henry_kemper_landscape.html	Henry W. Kemper, American, 1833 – 1894, 19th century artwork, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
henry_paul_perrault_art.html	Henry Paul Perrault , Henry Perrault, , ,(French, 1867 - 1932), artist, paintings, artwork, art work, painting, art
henry_paul_perrault_home.html	Henry Paul Perrault, Henry Perrault, French, 1867 – 1932, 19th century artist, 20th century artist, Hurry Home, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
hermann_gustave_simon_ferry.html	Hermann Gustave Simon, American, 1846 – 1895, 19th century artist, Glimpse of the Delaware at Dingman’s Ferry, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
horace_robbin_burdick_coolidge.html	Horace Robbin Burdick, H.R. Burdick,  Horace R Burdick, 20th century artwork, Calvin Coolidge, Oil on canvas, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
howard_hill_quail.html	Howard Hill, British, 1822 – 1888, 19th century artist, Quail Decoying a Hunting Dog, Oil on canvas, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
hugh_bolton_jones_ergomont.html	Hugh Bolton Jones, American, 1848 - 1927, 19th century artist, 20th century artist, Egremont, Massachussetts, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
james_curnock_sunny_day.html	James Jackson Curnock, British, 1839 - 1891, 19th century artist, Sunny Day, Oil on canvas, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
james_fairman_benevolent_guardian.html	James Fairman, American, 1826 – 1904, 19th century artist, Landscape – Benevolent Guardian, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
james_hart.html	James McDougal Hart , , , ,(American 1828 - 1901), artist, paintings, artwork, art work, painting, art
james_henry_beard_artwork.html	James Henry Beard , , , ,(American 1811 - 1893), artist, paintings, artwork, art work, painting, art
james_henry_beard_woodcock.html	James Henry Beard, American, 1811 – 1893, 19th century artist, Woodcock Hunting, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
james_henry_beard_woodcock_on_point.html	James Henry Beard, American, 1811 – 1893, 19th century artist, Woodcock on Point, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
james_henry_moser_monument.html	James Henry Moser, Canadian, 1854-1913, 19th century artist, Washington Monument and U.S. Capitol - 1898, 1898 painting, Watercolor, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
james_hope_rainbow.html	James Hope, American ca. 1818 – 1892, 19th century artist, Watkins Glen Rainbow Falls, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
james_hope_rainbow_falls.html	James Hope, American ca. 1818 – 1892, 19th century artist, Rainbow Falls Watkins Glen, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
james_lobley_art.html	James Lobley , J. Lobley, , ,(British, 1829 - 1888), artist, paintings, artwork, art work, painting, art
james_lobley_poor.html	James Lobley,  J. Lobley, British, 1829 – 1888, 19th century artist, Remember the Poor, Watercolor, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
james_l_adams_boulders.html	James L Adams, British, 1847-1901, 19th century artist, Boulders along an English Stream, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
james_mcdougal_hart_landscape.html	James McDougal Hart, American 1828 – 1901, 19th century artist, Landscape with Rocks and Trees, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
james_n_hess_boys_at_creek.html	James N. (J.N.) Hess, American, 1858 – 1890, 19th century artist, Boys at the Creek with Horses, Oil on Canvas, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
james_reed_lambdin_art.html	James Reed Lambdin, J.R. Lambdin, , ,(American, 1807 - 1889), artist, paintings, artwork, art work, painting, art
james_reed_lambdin_washington.html	James Reed Lambdin,  J.R. Lambdin, American, 1807 - 1889, 19th century artist, Portrait of George Washington, Oil on canvas, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
jane_peterson_port.html	Jane Peterson, American, 1876 – 1965, 20th century artist, Dutch Port, Gouache on paper, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
joan_mudge_ridge.html	Joan Mudge, American, 20th/21st century, 20th century artist, 21st century artist, Towards Laurel Ridge from SAMA Ligonier, PA, Oil on board, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_adams_parker_adirondacks.html	John Adams Parker, American, 1829-1905, 19th century artist, Twilight in the Adirondacks, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_adams_parker_autumn.html	John Adams Parker, American, 1829-1905, 19th century artist, Autumn View with Quiet River and Wooden Bridge at Dusk, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_adams_parker_winter.html	John Adams Parker, American, 1829-1905, 19th century artist, Winter Landscape in After Glow, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_bunyan_bristol_catskill.html	John Bunyan Bristol, American, 1826 - 1909, 19th century artist, Catskill Landscape, Oil on Canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_cuthbert_hare_cape.html	John Cuthbert Hare, American, 1908 - 1978, 20th century artist, Cape Cod Light, Watercolor, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_donaghy.html	John Donaghy , , , ,(American, 1838 - 1931), artist, paintings, artwork, art work, painting, art
john_donaghy_fish.html	John Donaghy, American, 1838 – 1931, 19th century artist, 20th century artist, Still life with Fish, Cabbage and Pasta, Oil on canvas, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_donaghy_river.html	John Donaghy, American, 1838 – 1931, 19th century artist, 20th century artist, Outing by the River, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_donaghy_skipping.html	John Donaghy, American, 1838 – 1931, 19th century artist, 20th century artist, Skipping Rope, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_donaghy_swinging.html	John Donaghy, American, 1838 – 1931, 19th century artist, 20th century artist, 1877 painting, Boy Swinging, 1877, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_ellsworth_weis_easter.html	ohn Ellsworth Weis, American, 1892 - 1962, Easter, 20th century artist, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_george_brown.html	John George Brown , J.G. Brown, , ,(American 1831-1913), artist, paintings, artwork, art work, painting, art
john_george_brown_vendor.html	John George Brown,  J.G. Brown,  American, 1831-1913, 19th century artist, The Fruit Vendor, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_henry_dolph_duo.html	John Henry Dolph,  JDolph, American, 1835 – 1903, Ornery Duo, Oil on canvas, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_henry_dolph_mischief.html	John Henry Dolph, JDolph, American, 1835 – 1903, Mischief, Oil on canvas, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_henry_dolph_standoff.html	John Henry Dolph, JDolph, American, 1835 – 1903, Stand-Off, Oil on canvas, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_joseph_enneking.html	John Joseph Enneking, , , ,(American 1841 - 1916), artist, paintings, artwork, art work, painting, art
john_joseph_enneking_cows.html	John Joseph Enneking, American, 1841 –1916, 19th century artist, Gathering Cows, Oil on canvas, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_joseph_enneking_dusk.html	John Joseph Enneking, American, 1841 –1916, 19th century artist, Landscape at Dusk, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_joseph_enneking_stream.html	John Joseph Enneking, American, 1841 –1916, 19th century artist, White Water Stream, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_paul_strain_flag.html	John Paul Strain, American 1955, 20th century artist, FLAG DAY - CENTRAL PARK SOUTH, Gouache, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_paul_strain_indian.html	John Paul Strain, American 1955, 20th century artist, INDIAN WITH FAN IN LANDSCAPE, Gouache, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_ross_key.html	John Ross Key, John R Key, , ,(American, 1837 - 1920), artist, paintings, artwork, art work, painting, art
john_ross_key_boating.html	John Ross Key, American, 1837 – 1920, 19th century artist, 20th century artist, Boating on the Potomac, Charcoal on paper, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_ross_key_exposition.html	John Ross Key, American, 1837 – 1920, 19th century artist, 20th century artist, Trans-Mississippi and International Exposition 1898 - On the Plaza, Oil on canvas, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_ross_key_falls.html	John Ross Key, American, 1837 – 1920, 19th century artist, Blackwater Falls, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_ross_key_hollyhocks.html	John Ross Key, American, 1837 – 1920, 19th century artist, Hollyhocks, Oil on canvas, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_ross_key_potomac.html	John Ross Key, American, 1837 – 1920, 19th century artist, 20th century artist, Washington, D.C. Across the Potomac, Charcoal on paper, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_ross_key_vista.html	John Ross Key, American, 1837 – 1920, 19th century artist, Lake Tahoe, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_ross_key_white_city.html	John Ross Key, American, 1837 – 1920, 19th century artist, 20th century artist, Trans-Mississippi and International Exposition 1898 - Grand Court, Oil on canvas, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_wells_smith_anticipations.html	John Wells Smith, Wells Smith, British, fl. 1870 – 1875, 19th century artist, Pleasant Anticipations, 1882, 1882 painting, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
john_wells_smith_art.html	John Wells Smith, J Wells Smith, Wells Smith, ,(British, fl. 1870 - 1875), artist, paintings, artwork, art work, painting, art
john_william_hill_waterfall.html	John William Hill, American, 1812 – 1879, 19th century artist, Waterfall, Oil on board, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
jonas_joseph_lavalley_art.html	Jonas Joseph LaValley, J.J. LaValley, , ,(American, 1858 - 1930), artist, paintings, artwork, art work, painting, art
jonas_joseph_lavalley_roses.html	Jonas Joseph LaValley, J.J. LaValley, American, 1858 - 1930, 19th century artist, 20th century artist, Roses in a Glass Vase, 1872, 1872 painting, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
joseph_ryan_woodwell.html	Joseph Ryan Woodwell, Joseph R. Woodwell, , ,(American, 1843 - 1911), artist, paintings, artwork, art work, painting, art
joseph_ryan_woodwell_civilization.html	Joseph Ryan Woodwell, 1843 – 1911, 19th century artist, 20th century artist, Pre-civilization, Oil on canvas, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
joseph_ryan_woodwell_pittsburgh.html	Joseph Ryan Woodwell, 1843 – 1911, 19th century artist, 20th century artist, Pittsburgh Landscape, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
joseph_ryan_woodwell_post_civilization.html	Joseph Ryan Woodwell, 1843 – 1911, 19th century artist, 20th century artist,Post-civilization, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
jules_frederic_ballavoine_art_flowers.html	Jules Frederic Ballavoine, French, c. 1844 – 1914, 19th century artist, 20th century artist, Young Woman with Flowers, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
jules_frederic_ballavoine_letter.html	Jules Frederic Ballavoine, French, c. 1844 – 1914, 19th century artist, 20th century artist, Penning a Love Letter, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
j_clinton_shepherd_art.html	J. Clinton Shepherd, Joy Clinton Shepherd, Clinton J Shepherd, ,(American, 1888 - 1975), artist, paintings, artwork, art work, painting, art
j_clinton_shepherd_lake.html	J. Clinton Shepherd, Joy Clinton Shepherd, American, 1888 – 1975, 20th century artist, Nude at Lake, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
leon_moran_creek.html	Leon Moran,  John Leon Moran, American, 1864 – 1941, Crossing the Creek, 19th century artist, 20th century artist, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
levi_wells_prentice_blossoms.html	Levi Wells Prentice, L.W. Prentice, American, 1851 – 1935, 19th century artist, 20th century artist, Cherry Blossoms along the Tidal basin, Oil on canvas, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
levi_wells_prentice_mountains.html	Levi Wells Prentice, L.W. Prentice, American, 1851 – 1935, 19th century artist, 20th century artist, Near Lake Placid, Adirondack Mountains, NY, Oil on canvas, landscape, landscape, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
lewis_henry_meakin_cape_ann.html	Lewis Henry Meakin, American, 1850 - 1917, 19th century artist, 20th century artist, Cape Ann Shore, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
lila_barr_hetzel_art.html	Lila Barr Hetzel, Lila B. Hetzel, , ,(American 1873 - 1967), artist, paintings, artwork, art work, painting, art
lila_barr_hetzel_destiny.html	Lila Barr Hetzel, American, 1873 – 1967, 20th century artist, Destiny and Time, 1895, 1895 painting, Oil on canvas, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
lila_barr_hetzel_tree.html	Lila Barr Hetzel, American, 1873 – 1967, 20th century artist, Lila Under the Old Apple Tree, 1895 painting, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
lisa_geiger_daisies.html	Lisa Geiger, American 20th and 21st century, 20th century artist, 21st century artist, Daisies, Oil on Board, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
